Steps,Time (ns),RMSD_rec,RMSD_lig
0.0,0.0,0.9417828020985857,1.1122983378305764
1.0,4e-06,0.909616359287489,1.1051051104281924
2.0,8e-06,0.9177456823898716,1.1048457763623234
3.0,1.2e-05,0.9103121427378585,1.0652990497520556
4.0,1.6e-05,0.8702340782442173,1.0437281443840465
5.0,1.9999999999999998e-05,0.9143483111907527,1.0755878927104106
6.0,2.4e-05,0.9025675050488285,1.0918632804902986
7.0,2.8e-05,0.9240869957747946,1.0448459264654806
8.0,3.2e-05,0.875868522127627,1.033107858299907
9.0,3.6e-05,0.898514365234065,1.009328187747719
10.0,3.9999999999999996e-05,0.8520569399446647,1.0203844388570475
11.0,4.4e-05,0.864210532208285,1.0661766006224154
12.0,4.8e-05,0.8614749719371875,1.040909722817374
13.0,5.2e-05,0.8251377559749528,1.0484425825323456
14.0,5.6e-05,0.8300493728754034,1.0379215154462686
15.0,5.9999999999999995e-05,0.8322913826560883,0.9604612596546955
16.0,6.4e-05,0.8248912682876681,0.9700118916422117
17.0,6.8e-05,0.82527649163516,0.9387866372971048
18.0,7.2e-05,0.7595510532627603,0.9243760300555424
19.0,7.599999999999999e-05,0.7945917804757257,0.9047014890552253
20.0,7.999999999999999e-05,0.7863169750813384,0.9180782782195106
21.0,8.4e-05,0.8024886487384885,0.9249560932866387
22.0,8.8e-05,0.85204753190449,0.9421717001437113
23.0,9.2e-05,0.8768497794447817,0.9531124570203471
24.0,9.6e-05,0.8653769245795828,0.9732374689300444
25.0,9.999999999999999e-05,0.8619090259755615,1.0387995554855811
26.0,0.000104,0.817026868469612,1.034345753604196
27.0,0.000108,0.835120420561215,0.9935198043181601
28.0,0.000112,0.8097214014573655,1.0172972139799328
29.0,0.000116,0.8159890311213253,1.0200076454232123
30.0,0.00011999999999999999,0.8488075300106201,1.0244355439967048
31.0,0.000124,0.7964662534479665,1.0052547932194813
32.0,0.000128,0.7759428533017718,1.0116752675253728
33.0,0.00013199999999999998,0.7513923933749433,1.0151432913012355
34.0,0.000136,0.7821130773907581,0.9919370278066852
35.0,0.00014,0.7977891972284474,1.0089605033071098
36.0,0.000144,0.8140195429630653,1.033823685282048
37.0,0.000148,0.8106134357505758,1.0097200138922422
38.0,0.00015199999999999998,0.8349612946251471,1.0573685941293165
39.0,0.000156,0.8378349199863075,1.0349858015514246
40.0,0.00015999999999999999,0.8431084707957465,1.069411920099272
41.0,0.000164,0.856116133704381,1.0482180765229945
42.0,0.000168,0.8339441905045485,1.0170165910260662
43.0,0.00017199999999999998,0.80671132891102,1.0029301952914593
44.0,0.000176,0.7705362646682395,0.995025307810439
45.0,0.00017999999999999998,0.7561802801589288,0.9857427801987677
46.0,0.000184,0.7654197971487154,0.9817112968898961
47.0,0.000188,0.7658517563504554,0.9711591266863409
48.0,0.000192,0.8018896859887081,1.0106344991134166
49.0,0.000196,0.799655912820056,1.0394012901777667
50.0,0.00019999999999999998,0.813008098913834,1.0244197806679995
51.0,0.000204,0.7835454711551919,0.9788082075133113
52.0,0.000208,0.7775044844327481,0.9862635026536606
53.0,0.000212,0.7700575547068677,0.9687280354850419
54.0,0.000216,0.7603450997613883,0.996064225247336
55.0,0.00021999999999999998,0.7453951125298647,1.0246877472838132
56.0,0.000224,0.7587501805180621,0.9857126329188479
57.0,0.00022799999999999999,0.7698482908653799,1.008693218794963
58.0,0.000232,0.7832379389792397,0.9869406155585736
59.0,0.000236,0.8051377278492332,0.9820347716043399
60.0,0.00023999999999999998,0.7907442002228776,0.9267981110796955
61.0,0.000244,0.7871151654854153,0.9338678809524805
62.0,0.000248,0.7943443328548428,0.9599693749460758
63.0,0.000252,0.8105490380282588,0.9864679011602133
64.0,0.000256,0.8153455925359328,0.9810784501202698
65.0,0.00026,0.8148185714686128,1.0325809336609808
66.0,0.00026399999999999997,0.7759652470762023,1.038463472688092
67.0,0.000268,0.788901594697587,1.0361200796038872
68.0,0.000272,0.7309281452837558,1.0303137804453186
69.0,0.000276,0.757836810926517,1.0127338891332338
70.0,0.00028,0.7784272719580333,1.0143124926535854
71.0,0.00028399999999999996,0.7663736395565739,1.0240711809214738
72.0,0.000288,0.7806049815513528,1.0411396237892425
73.0,0.000292,0.77152808983866,1.0641966955086712
74.0,0.000296,0.7828223421833342,1.070284592217757
75.0,0.0003,0.7916963501405073,1.1102704111039852
76.0,0.00030399999999999996,0.769039869715896,1.0541124990372848
77.0,0.000308,0.790047138320133,1.038947015069839
78.0,0.000312,0.7780567031271715,1.0178240977522537
79.0,0.000316,0.7653559544134099,1.0496389396021506
80.0,0.00031999999999999997,0.815939695730598,1.024123371368901
81.0,0.00032399999999999996,0.8087566202004834,0.9947210711549457
82.0,0.000328,0.8191288938795931,1.0071731122653793
83.0,0.000332,0.8053036074416149,0.9650662637887241
84.0,0.000336,0.8229065928398736,1.019457987790304
85.0,0.00033999999999999997,0.8793912372672894,0.9665535156716265
86.0,0.00034399999999999996,0.8211425590795374,0.9787675456538105
87.0,0.000348,0.7962431139647969,1.0165723766202754
88.0,0.000352,0.8119400714616875,1.023516335031752
89.0,0.000356,0.8167164455618741,1.040115307816626
90.0,0.00035999999999999997,0.7706890441449376,1.0001500456403507
91.0,0.00036399999999999996,0.7898581370135688,0.9711481601368649
92.0,0.000368,0.8488304529076501,0.9320767792630585
93.0,0.000372,0.8338701358444409,0.9223498077627502
94.0,0.000376,0.8533689835277962,0.9322971264790848
95.0,0.00037999999999999997,0.8578922393068305,0.9784358335695325
96.0,0.000384,0.8972116634714185,0.9610214931897908
97.0,0.000388,0.8615401336250004,0.9335388519960337
98.0,0.000392,0.8603923211334596,0.8906025985657411
